OMIE - Mercado de electricidad;;;;;;
Fecha Emisión :05/03/2026 - 14:47;;;;;;LISTADO DE UNIDADES OFERTANTES VIGENTES
;;;;;;
DFERC01;DUFERCO COMPRA;DUFERCO ENERGIA S.P.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DILUC01;DILUZ;DILUZ COMERCIALIZADORA DE ELECTRICIDAD S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DIRGC01;DIRECTGREEN;DIRECT GREEN;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DIVIC01;UNIDAD DE OFERTA DIVICONSULTIN;DIVICONSULTING ENERGIA S.L;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DLSTC01;UNIDAD OFERTANTE GO ENERGIA;ENERGÉTICA DEL ESTE S.L;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DONBC01;COMERCIALIZACION;DON BELTRAN MARKET, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DREAC01;UO COMPRAS DREUA 01;FOENER ENERGÍA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
DRKFC01;DRK;DRK ENERGY, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
DRKRM01;QUALC01;DRK ENERGY, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
DRKRM02;HELIC01;DRK ENERGY, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
DUERC01;DUEROLUZ ENERGIA SL;DUEROLUZ ENERGIA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DUFECP3;DUFER EXPORT RIGHTS UNIT;DXT COMMODITIES SA;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
DUFEC01;DUFEC01;DXT COMMODITIES SA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
DUFEVP3;DUFER IMPORT RIGHTS UNIT;DXT COMMODITIES SA;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de agentes externos
DYNFC01;DYNFC01;DYNEFF ESPAÑA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EALBC01;EALB COMPRA;ELECTRICA ALBATERENSE, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EALMC01;ELALM COMERCIALIZADOR ESP;ELECTRICITAT D ALMENAR S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EAMC01;AMADR COMPRA;ELÉCTRICA ANTONIO MADRID, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EAM0C01;EAM01 COMPRA;ELECTRA ALTO MIÑO COMERCIALIZADORA DE ENERGÍA SLU;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EBLCO01;ENGIE SPAIN RETAILER;ENGIE ESPAÑA,S.L.U;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EBLCR01;ENGIE SPAIN_SRAD;ENGIE ESPAÑA,S.L.U;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
EBREC01;EBREC01;EBROENERGIA COMERCIALIZADORA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ECATC01;ELCAT COMPRA;DISTRIBUIDORA ELÉCTRICA DE CATOIRA, S.A;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ECAZC01;ELECTRICA  CADIZ COMPRA (ESP);ELECTRICA DE CADIZ;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ECOFC01;COMPRA COMERCIALIZADORA;ECOFUTURA LUZ ENERGIA S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
ECOTC01;UP PENINSULAR;ECOTHERMIC XXI SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ECOVC01;18W000000000O3FL;ECOVERGY RENOVABLES;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ECSCCA1;CALLO COMPRA ENERGIA;ELECTRICA DE CALLOSA DE SEGURA, CV;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
EDFSC01;EDFAS COMPRA;COOP.VCIANA.E.D.F.A. SERRALLO, S.COOP.V.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EDFTCP3;EDF TRADING DERECHOS COM (FR);EDF TRADING LIMITED;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
EDFTC01;INTRADAY CONTINU AND AUCTION;EDF TRADING LIMITED;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EDFTVP3;EDF TRADING DERECHOS VEN (FR);EDF TRADING LIMITED;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de agentes externos
EDPCC01;UNIDAD DE COMPRA;EDP CLIENTES, S.A.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EDPCR01;UO COMPRA SRAD;EDP CLIENTES, S.A.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
EDPC2;EDP COMERCIAL COMPRA (PORT);EDP COMERCIAL COMERCIALIZACAO DE ENERGIA SA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
EENC01;ELECTRA ENERGIA COMPRA (ESP);ELECTRA ENERGÍA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EFGC01;FACTOR ENERGÍA COMPRA (ESP);FACTOR ENERGIA, S.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EFIDC01;COMERCIALIZADORA;EFIDUERO ENERGY SCEL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EFIRC01;UNIDAD DE OFERTA;EFIRAM PATRIMONIO SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EGAZC01;EGAZC01;ENERGAZE SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EGCMC01;ENDESA GENERAC. COMPRA (ESP);ENDESA GENERACIÓN, S.A. (ACT: COMERCIALIZACIÓN);100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EGEDCP3;COMPRA CON DERECHOS FRANCIA;ACCIONA GREEN ENERGY DEVELOPMENTS (ACT. COMERCI;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador
EGEDC01;AC. GREEN ENER DEVEL COMP(ESP);ACCIONA GREEN ENERGY DEVELOPMENTS;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EGEDR01;SERVICIO RESPUESTA ACT DEMANDA;ACCIONA GREEN ENERGY DEVELOPMENTS;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
EGEDVP3;VENTA CON DERECHOS FRANCIA;ACCIONA GREEN ENERGY DEVELOPMENTS (ACT. COMERCI;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de comercializadoras
EGENC01;EGENC01;ELECTRICA DE GUIXES ENERGIA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EGENR01;EGENR01;ELECTRICA DE GUIXES ENERGIA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
EGLECP3;EGLE COMPR DER FRANCIA;AXPO IBERIA, S.L.;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador
EGLEC01;EGL ESPAÑA COMPRA (ESP);AXPO IBERIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EGLEC2;EGLE COMERCIAL COMPRA (PORT);AXPO IBERIA, S.L.;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
EGLEVP3;EGLE VENTA DER FRANCIA;AXPO IBERIA, S.L.;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de comercializadoras
EGLRM01;UOF REPRESENTACIÓN COMERCIALIZ;AXPO IBERIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
EGUPC01;UNIDAD OFERTANTE AENERGETIC;EGSG ELECTRIK N1, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EHILC01;HELIC COMERCIALIZADOR ESP;HELIA, COOP. V.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EINDC01;UNIDAD DE OFERTA;ENERGY INDEX SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EINTC01;ENERGY INTERSOL 15;ENERGY INTERSOL 15 SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EKHIC01;EKHINEO ENERGÍA, S.L.;EKHINEO ENERGÍA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELAVC01;ELAVE COMPRA;ELECTRA AVELLANA COMERCIAL, S.L;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELBEC01;ELBEN_COMPRAS;ELECTRICA BENASQUE S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELCAC01;ELECTRA CALDENSE COMPRA (ESP);ELECTRA CALDENSE ENERGIA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELEIC01;ELEIC01;ELECTRICIDAD ELEIA, S.L.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELERC02;COMERCIALIZADORA;ELERGONE ENERGIA SA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
ELESC01;ELESU COMERCIALIZADOR ESP;COMERCIALIZADORA ELECTRICA SUDANELL S.L.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELITC01;ELITE BIOENERGIA;ELITE BIOENERGIA S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELMOC01;ELMON COMERCIALIZADORA ESP;COM. ELECTRICA DE MONTOLIU DE LLEIDA S.L.U;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELPOC01;ELPOC01;ELECTRICA POPULAR, S.COOP.MAD;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELUZC01;E-LUZ ENERGY SOLUTIONS, S.L.;E-LUZ ENERGY SOLUTIONS, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ELV2C01;ELEVA 2 COMPRA;ELEVA 2 COMERCIALIZADORA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EMELC01;EMELC01;ELÉCTRICA DE MELIANA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EMIAC01;COMERCIALIZACION;ENERMIA COMERCIALIZADORA ELECTRICA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENARC01;ENARA COMERCIALIZADORA;ENARA GESTIÓN Y MEDIACIÓN, SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
ENCECP3;ENCECP3;MAGNON GREEN ENERGY SL;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
ENCEVP3;ENCEVP3;MAGNON GREEN ENERGY SL;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de agentes externos
ENCIC01;ENCIENDETENERGIA SL;ENCIENDETENERGIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENDCC04;EXP ANDORRA;ENDESA ENERGÍA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
ENDEC01;ESCARRILLA;ENERGIAS DE ESCARRILLA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENDEC2;ENDESA COMERCIAL. COMPRA (PORT;ENDESA ENERGÍA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
ENDER01;ENDESA RESPUESTA ACTIVA DEMAND;ENDESA ENERGÍA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
ENDE01;ENDESA ENERGIA (ESP);ENDESA ENERGÍA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENDGCP3;ENDG DERECHOS COMPRA(FRAN);ENDESA GENERACIÓN, S.A.;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
ENDGVP3;ENDG DERECHOS VENTA(FRAN);ENDESA GENERACIÓN, S.A.;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de comercializadoras
ENDIC01;UP1;ENDI ENERGY TRADING SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENDPC01;PANTICOSA;ENERGIAS DE PANTICOSA COMERCIALIZADORA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENDPC2;ENDESA E. SUC. PORT. COMPRA;ENDESA ENERGIA, SUCURSAL EN PORTUGAL;100;COMERCIALIZADOR;ZONA PORTUGUESA;Compras Comercialización
ENDRM01;REPRESENTANTE DE EPRESA;ENDESA ENERGÍA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
ENEC01;UP PENINSULAR;ENERGÍA ÚNICA SOLUCIONES INTEGRALES SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENEDC01;ENERGIAREA EUROPE SL;ENERGIAREA EUROPE SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENEEC01;ENERGÍA GAS AL-ANDALUS SL;ENERGÍA GAS AL-ANDALUS SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENEPC01;18W000000000Q1SU;ENERGY PLUS IBERIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENETC01;UNIDAD OFERTA ENERTIA;ENERTIA GROUP, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENEXC01;ENEXC01;ENEX SOCIAL ENERGY SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENFOC02;ENFORCESCO COMERCIALIZADORA;ENFORCESCO SA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Compras Comercialización
ENGIC02;UNIDADE DE COMPRA;ENGIE COMERCIALIZACAO DE ENERGIA, LDA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
ENGLC01;ENGEL COMERCIALIZADORA;ENGEL COMERCIALIZADORA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENGNC02;COMERCIALIZAÇAO;CAPWATT RETAIL ELECTRICIDADE PT, S.A.;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
ENMEC01;COMPRA EDM;COMERCIALIZADORA DE ELECTRICIDAD Y GAS DEL MEDITER;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENRKC01;ENERKORE COMPRA;ENERKORE SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENSAC01;COMPRAS ENERGYSAVE;ENERGYSAVE PROJECTS S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENSRR01;CO-SRAD-EN;ENERGIA NUFRI SLU;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
ENUFC01;18X00000000037UC;ENERGIA NUFRI SLU;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENVEC01;ENVEC01;ENERVER ENERGIA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ENZIC01;ENEAC COMERCIALIZADOR ESP;ENERGIAS DEL ZINQUETA COMERCIALIZADORA SLU;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EOP2C01;COMPRA ENERGIA MERCADO DIARIO;ENERGIA OPERATIVA S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EPACC01;EPAC COMERCIALIZADORA;EPAC SOLUCIONES ENERGETICAS, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ERENC01;ENDESA ENERGIA RENOVABLE;ENDESA ENERGIA RENOVABLE, S.L.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EROUCP3;UNIDAD DE OFERTA COMPRA FRANCE;ELECTROROUTE ENERGY TRADING LIMITED;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador
EROUVP3;UNIDAD DE OFERTA DE VENTA FRAN;ELECTROROUTE ENERGY TRADING LIMITED;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de comercializadoras
ERPCC01;UNIDAD COMPRA ENERGETICA;ENERGIES RENOVABLES PÚBLIQUES DE CATALUNYA, S.A.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ERUNC02;COMPRA DE ENERGIA;GREENVOLT COMUNIDADES, SA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
ESEGC01;UOF_SEGE;SOCIETE EUROPEENNE DE GESTION DE LENERGIE;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ESHIC01;UNIDAD COMPRA EVERSHINING;EVERSHINING ENERGY, SOCIEDAD LIMITADA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ESTEC01;COMPRA ELTE;ELTE SOFTWARE SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ETNEC01;ETNEC01;ETER ENERGIA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
ETSOC01;INICIAL;ENERGY TRADER SOLUTION SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EVIVC01;18W0000000000UV4;ENERGIA VIVA SPAIN SL.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EVMER01;UOF SRAD;ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
EYCEC01;18W0000000005XMU;ENERGIA Y COMER EMPRESARIAL SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EYPC01;ESTABANELL PAHISA COMPRA (ESP);ESTABANELL IMPULSA, S.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
EZURC02;UNIDADE DE COMPRA;EZU ENERGIA, LDA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
FECC01;FECII COMPRA;FLUID ELECTRIC CAMPRODON II SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
FEDAC04;FEDA UNIDAD OFERTA;FEDA;100;COMERCIALIZADOR;FRONTERA ANDORRA;Comercializador
FEMCC01;FEMCV COMPRA;FLUIDO ELECTRICO MUSEROS, S.COOP.V.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
FENC01;FENIE;FENIE ENERGIA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
FENEC01;FENERGAS ENERGIA SL;FENERGAS ENERGIA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
FORTC01;FORTIA COMPRA (ESP);FORTIA ENERGIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
FORTIC2;FORTIA COMPRA (PORT);FORTIA ENERGIA, S.L.;100;COMERCIALIZADOR;ZONA PORTUGUESA;Compras Comercialización
FORTR01;FORTIA SRAD;FORTIA ENERGIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
FOXC01;UNIDAD FOX PENINSULA;FOX ENERGIA, S.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
FRANC01;18W000000000Q1QY;FRANK ENERGIA IBERIA, S.L;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
FTULC01;FORTULUZ COMERCIALIZADORA;ENSTROGA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
FUSEC01;COMERICALIZ_PEN;FUSE ENERGY IBERICA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GABAC01;GABA COMPRA;GABA COMERCIALIZADORA DE ELECTRICIDAD S.L.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GACC01;GEOATLANTER COMP ESP;GEOATLANTER;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GALAC01;GALASUR;IBERELECTRICA COMERCIALIZADORA, SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GALPC01;GALP ENERGIA ESPAÑA;GALP ENERGÍA ESPAÑA, S.A.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GALPR01;GALPR01;GALP ENERGÍA ESPAÑA, S.A.U.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
GALPWC2;GALP POWER PORTUGAL COMPRA;PETROGAL SA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
GAMIC01;18W000000000PW8I;GAMBITOENERGY S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GAOLC01;GAOLANIA;GAOLANIA SERVICIOS S.L;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GASRM01;GAS NATURAL REP COMER;GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GC21C01;GC2 COMERCIALIZADOR ESP;GC2 PROYECTOS, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GDIVC01;GDIVC01_COMPRA PENINSULAR;GASELEC DIVERSIFICACIÓN, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GEGC01;GRUPO ENERGALICIA;XENERA COMPAÑIA ELECTRICA S.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GEOAC01;UP COMPRA 1;GEO ALTERNATIVA, SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GEOLC01;GEO LUZ Y GAS;GEO LUZ Y GAS SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GESIC01;COMPRA COMERCIALIZACIÓN;GESTINER INGENIEROS, SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GESLC01;GESL;GERENCIA ENERGETICA,SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GESSC01;GEST UNIDAD OFERTA 1;GESTIONNA SOLUCIONES ENERGETICAS S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GESTC01;GESTERNOVA COMPRA (ESP);GESTERNOVA, S.A;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GESTC02;GESTO COMERCIALIZADORA;GESTO COMERCIALIZACAO DE ENERGIA, UNIPESSOAL LDA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
GMEC01;COMPRA COMERCIALIZADORA;GARCIA-MUNTE ENERGIA SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GMTCP3;IMPORT FROM FR W/O CAP RIGHTS;GAZPROM MARKETING AND TRADING LTD;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
GMTVP3;EXP TO FRE W/O CAP RIGHTS;GAZPROM MARKETING AND TRADING LTD;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de comercializadoras
GNCOCP3;GNCO DERECH COMPRA (FRANCIA);GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
GNCOC01;GAS NATURAL COMERCIALIZADORA;GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GNCOC02;UNIDAD OFERTA PORTUGAL;GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;ZONA PORTUGUESA;Compras Comercialización
GNCOR01;GNCOR01;GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compra Comercializador Balance
GNCOVP3;GNCO DERECH VENTA (FRANCIA);GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de agentes externos
GNRACP3;EXPORTACION GNERA CON DERECHOS;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador
GNRAC01;U COMERCIALIZACION GENERICA;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GNRAVP3;IMPORTACION GNERA CON DERECHOS;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de comercializadoras
GNSEC01;GAS NATURAL SERV COMPRA (ESP);NATURGY IBERIA S.A. ;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GNSEC02;GNS COMPRA PORTUGAL;NATURGY IBERIA S.A. ;100;COMERCIALIZADOR;ZONA PORTUGUESA;Compras Comercialización
GOENC01;GOENC01;GODAY ENERGIA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GOIEC01;COMPRA COMERCIALIZADORA;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOIRM01;REPRESENTACION MEGARA;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOIRM02;REPRESENTACION SOLABRIA;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOIRM03;REPRESENTACION NOSA;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOIRM04;REPRESENTACION ECONACTIVA;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOIRM05;REPRESENTACION LA CORRIENTE;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOIRM07;REPRESENTACION ARAIA;GOIENER S.COOP;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GOLDC02;GOLDE COMPRA PT;GOLDENERGY COMERCIALIZADORA ENERGIA, S.A.;100;COMERCIALIZADOR;ZONA PORTUGUESA;Comercializador
GREEC01;UNIDAD OFERTANTE GREEN;GREENSUNRISE ENERGY, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GRTEC01;GRTEC01;GERENTA ENERGIA SLU;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GSETC01;UNIDAD COMERCIALIZADORA;AVANZALIA ENERGÍA COMERCIALIZADORA, S.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GSLZC01;GSLZC01;GASILUZ ECO ENERCÍA, S.L.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
GSTCP3;GST BUYING UNIT;ENGIE GLOBAL MARKETS, BELGIAN BRANCH;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
GSTVP3;GST SELLING UNIT;ENGIE GLOBAL MARKETS, BELGIAN BRANCH;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de agentes externos
GUISC01;GUIS COMPRA;CORPORACIÓN ALIMENTARIA GUISSONA, S.A.;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Compras Comercialización
GUNVCP3;GUNVCP3;GUNVOR INTERNATIONAL BV AMSTERDAM GENEVA BRANCH;100;COMERCIALIZADOR;FRONTERA FRANCIA;Comercializador no residente
GUNVVP3;GUNVVP3;GUNVOR INTERNATIONAL BV AMSTERDAM GENEVA BRANCH;100;COMERCIALIZADOR;FRONTERA FRANCIA;Import. de agentes externos
GURBC01;GURBC01;GURBTEC ENERGIA, SL;100;COMERCIALIZADOR;ZONA ESPAÑOLA;Comercializador
